Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone,Longitude,Latitude
Bombus pascuorum,Scabiosa columbaria,21/8/2006,P287,Survey2005-06,1363,1363,1200-1400,0.055166667,42.75938889
Bombus lapidarius,Centaurea nigra,21/8/2006,P288,Survey2005-06,1363,1363,1200-1400,0.055444444,42.75963889
Bombus lapidarius,Centaurea nigra,21/8/2006,P288,Survey2005-06,1363,1363,1200-1400,0.055444444,42.75963889
Bombus hortorum,Centaurea nigra,21/8/2006,P288,Survey2005-06,1363,1363,1200-1400,0.055444444,42.75963889
Bombus soroeensis,Centaurea nigra,21/8/2006,P288,Survey2005-06,1363,1363,1200-1400,0.055444444,42.75963889
Bombus soroeensis,Scabiosa columbaria,21/8/2006,P291,Survey2005-06,1363,1363,1200-1400,0.055444444,42.75963889
Bombus soroeensis,Scabiosa columbaria,21/8/2006,P291,Survey2005-06,1363,1363,1200-1400,0.055444444,42.75963889
Bombus mesomelas,Centaurea scabiosa,21/8/2006,P294,Survey2005-06,1460,1460,1400-1600,0.081333333,42.75177778
Bombus soroeensis,Succisa pratensis,21/8/2006,P297,Survey2005-06,1460,1460,1400-1600,0.081333333,42.75177778
Bombus soroeensis,Succisa pratensis,21/8/2006,P297,Survey2005-06,1460,1460,1400-1600,0.081333333,42.75177778
Bombus soroeensis,Angelica sylvestris,21/8/2006,P298,Survey2005-06,1460,1460,1400-1600,0.081333333,42.75177778
Bombus sichelii,Centaurea scabiosa,21/8/2006,P299,Survey2005-06,1460,1460,1400-1600,0.081333333,42.75177778
Bombus pascuorum,Centaurea nigra,21/8/2006,P300,Survey2005-06,1109,1109,1000-1200,0.020527778,42.77902778
Bombus soroeensis,Centaurea nigra,21/8/2006,P300,Survey2005-06,1109,1109,1000-1200,0.020527778,42.77902778
Bombus quadricolor,Centaurea nigra,21/8/2006,P300,Survey2005-06,1109,1109,1000-1200,0.020527778,42.77902778
Bombus quadricolor,Cirsium monspessulanum,21/8/2006,P302,Survey2005-06,1109,1109,1000-1200,0.020527778,42.77902778
Bombus quadricolor,Picris hieracioides,21/8/2006,P303,Survey2005-06,1120,1120,1000-1200,0.006527778,42.76425
Bombus pascuorum,Picris hieracioides,21/8/2006,P303,Survey2005-06,1120,1120,1000-1200,0.006527778,42.76425
Bombus humilis,Origanum vulgare,21/8/2006,P305,Survey2005-06,1180,1180,1000-1200,0.00675,42.76613889
Bombus pascuorum,Origanum vulgare,21/8/2006,P305,Survey2005-06,1180,1180,1000-1200,0.00675,42.76613889
Bombus soroeensis,Origanum vulgare,21/8/2006,P305,Survey2005-06,1180,1180,1000-1200,0.00675,42.76613889
Bombus quadricolor,Origanum vulgare,21/8/2006,P305,Survey2005-06,1180,1180,1000-1200,0.00675,42.76613889
Bombus pascuorum,Origanum vulgare,21/8/2006,P305,Survey2005-06,1180,1180,1000-1200,0.00675,42.76613889
Bombus humilis,Asteracaea senecio?,21/8/2006,P306,Survey2005-06,1185,1185,1000-1200,0.006805556,42.76597222
Bombus quadricolor,Asteracaea senecio?,21/8/2006,P306,Survey2005-06,1185,1185,1000-1200,0.006805556,42.76597222
Bombus soroeensis,Achillea millefolium,22/8/2006,P310,Survey2005-06,1642,1642,1600-1800,0.00525,42.76330556
Bombus lapidarius,Succisa pratensis,22/8/2006,P313,Survey2005-06,1642,1642,1600-1800,0.00525,42.76330556
Bombus mesomelas,Hypericum pulchrum,22/8/2006,P318,Survey2005-06,1630,1630,1600-1800,-0.005027778,42.76133333
Bombus soroeensis,Scabiosa columbaria,22/8/2006,P321,Survey2005-06,1618,1618,1600-1800,-0.003611111,42.76102778
Bombus soroeensis,Succisa pratensis,22/8/2006,P322,Survey2005-06,1622,1622,1600-1800,-0.004166667,42.76227778
Bombus sichelii,Succisa pratensis,22/8/2006,P322,Survey2005-06,1622,1622,1600-1800,-0.004166667,42.76227778
Bombus soroeensis,Succisa pratensis,22/8/2006,P323,Survey2005-06,1622,1622,1600-1800,-0.004166667,42.76227778
Bombus soroeensis,Succisa pratensis,22/8/2006,P323,Survey2005-06,1622,1622,1600-1800,-0.004166667,42.76227778
Bombus quadricolor,Succisa pratensis,22/8/2006,P323,Survey2005-06,1622,1622,1600-1800,-0.004166667,42.76227778
Bombus lapidarius,Succisa pratensis,22/8/2006,P323,Survey2005-06,1622,1622,1600-1800,-0.004166667,42.76227778
Bombus soroeensis,Centaurea nigra,22/8/2006,P324,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus soroeensis,Centaurea nigra,22/8/2006,P324,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus soroeensis,Cirsium arvense,22/8/2006,P325,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus mesomelas,Cirsium arvense,22/8/2006,P326,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus soroeensis,Cirsium arvense,22/8/2006,P326,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus soroeensis,Centaurea nigra,22/8/2006,P327,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus lapidarius,Centaurea nigra,22/8/2006,P327,Survey2005-06,1628,1628,1600-1800,-0.003583333,42.76325
Bombus mesomelas,Carduus carlinoides,23/8/2006,P332,Survey2005-06,2215,2215,2000-2200,-0.050891667,42.71376667
Bombus mesomelas,Carduus carlinoides,23/8/2006,P333,Survey2005-06,2215,2215,2000-2200,-0.050891667,42.71376667
Bombus mesomelas,Carduus defloratus,23/8/2006,P335,Survey2005-06,2111,2111,2000-2200,-0.055536111,42.71970833
Bombus soroeensis,Cirsium eriophorum,23/8/2006,P336,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P336,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P337,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus soroeensis,Cirsium eriophorum,23/8/2006,P337,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus mesomelas,Aconitum sp.,23/8/2006,P340,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus pyrenaeus,Aconitum sp.,23/8/2006,P341,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus mesomelas,Aconitum sp.,23/8/2006,P341,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus mesomelas,Carduus defloratus,23/8/2006,P342,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus sichelii,Carduus defloratus,23/8/2006,P342,Survey2005-06,1883,1883,1800-2000,-0.033980556,42.7267
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P343,Survey2005-06,1744,1744,1600-1800,-0.030691667,42.73381944
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P343,Survey2005-06,1744,1744,1600-1800,-0.030691667,42.73381944
Bombus sichelii,Carduus defloratus,23/8/2006,P344,Survey2005-06,1713,1713,1600-1800,-0.029869444,42.73552222
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P346,Survey2005-06,1713,1713,1600-1800,-0.029869444,42.73552222
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P347,Survey2005-06,1713,1713,1600-1800,-0.029869444,42.73552222
Bombus mesomelas,Cirsium eriophorum,23/8/2006,P347,Survey2005-06,1713,1713,1600-1800,-0.029869444,42.73552222
Bombus mesomelas,Aconitum sp.,23/8/2006,P353,Survey2005-06,1716,1716,1600-1800,-0.029327778,42.73356111
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P356,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P356,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus sichelii,Aconitum sp.,27/8/2006,P356,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P356,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P357,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Aconitum sp.,27/8/2006,P357,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P357,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P358,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P358,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus sichelii,Aconitum sp.,27/8/2006,P358,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P358,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P358,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P359,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P359,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P359,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Aconitum sp.,27/8/2006,P359,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Aconitum sp.,27/8/2006,P359,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P359,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P360,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P360,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus soroeensis,Cirsium eriophorum,27/8/2006,P360,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P360,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P360,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus ruderarius,Cirsium eriophorum,27/8/2006,P360,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Aconitum sp.,27/8/2006,P361,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P361,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P361,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P361,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus wurflenii,Aconitum sp.,27/8/2006,P361,Survey2005-06,2150,2150,2000-2200,0.117694444,42.723
Bombus mesomelas,Aconitum sp.,27/8/2006,P362,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P362,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P362,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P362,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P362,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus gerstaeckeri,Aconitum sp.,27/8/2006,P362,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P363,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P363,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P363,Survey2005-06,2150,2150,2000-2200,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P367,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus sylvarum,Carduus defloratus,27/8/2006,P367,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P367,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus soroeensis,Carduus defloratus,27/8/2006,P367,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P367,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus ruderarius,Carduus defloratus,27/8/2006,P368,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P368,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P368,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P369,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus wurflenii,Aconitum sp.,27/8/2006,P369,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P369,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P369,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P370,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus lapidarius,Carduus defloratus,27/8/2006,P370,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus sichelii,Carduus defloratus,27/8/2006,P371,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus soroeensis,Carduus defloratus,27/8/2006,P372,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus lapidarius,Carduus defloratus,27/8/2006,P372,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P372,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P372,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus soroeensis,Carduus defloratus,27/8/2006,P372,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus wurflenii,Aconitum sp.,27/8/2006,P373,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Aconitum sp.,27/8/2006,P373,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus wurflenii,Aconitum sp.,27/8/2006,P374,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus pyrenaeus,Aconitum sp.,27/8/2006,P374,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P375,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P375,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus soroeensis,Carduus defloratus,27/8/2006,P375,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus soroeensis,Carduus defloratus,27/8/2006,P375,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Carduus defloratus,27/8/2006,P376,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P377,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P377,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P377,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P378,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P378,Survey2005-06,1843,1843,1800-2000,0.086591667,42.73641111
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P380,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P380,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus lapidarius,Cirsium eriophorum,27/8/2006,P381,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P381,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P382,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P382,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P383,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P383,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P383,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P383,Survey2005-06,1747,1747,1600-1800,0.088672222,42.74284167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P384,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P384,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P384,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P384,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus soroeensis,Cirsium eriophorum,27/8/2006,P384,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P385,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P385,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P387,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,27/8/2006,P387,Survey2005-06,1625,1625,1600-1800,0.092813889,42.74274167
Bombus mesomelas,Cirsium eriophorum,28/8/2006,P390,Survey2005-06,1695,1695,1600-1800,-0.073025,42.74980556
Bombus mesomelas,Cirsium eriophorum,28/8/2006,P391,Survey2005-06,1695,1695,1600-1800,-0.073025,42.74980556
Bombus mesomelas,Cirsium eriophorum,28/8/2006,P393,Survey2005-06,1695,1695,1600-1800,-0.073025,42.74980556
Bombus humilis,Satureja montana,28/8/2006,P398,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus terrestris complex,Satureja montana,28/8/2006,P399,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus terrestris complex,Satureja montana,28/8/2006,P399,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus humilis,Satureja montana,28/8/2006,P399,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus soroeensis,Satureja montana,28/8/2006,P399,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus humilis,Satureja montana,28/8/2006,P402,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus lapidarius,Satureja montana,28/8/2006,P402,Survey2005-06,1471,1471,1400-1600,-0.027927778,42.74459722
Bombus pascuorum,Cirsium vulgare,28/8/2006,P405,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus mesomelas,Cirsium vulgare,28/8/2006,P405,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus lapidarius,Cirsium vulgare,28/8/2006,P406,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Cirsium vulgare,28/8/2006,P406,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Cirsium vulgare,28/8/2006,P406,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus pascuorum,Cirsium vulgare,28/8/2006,P406,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus mesomelas,Cirsium vulgare,28/8/2006,P406,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus soroeensis,Cirsium vulgare,28/8/2006,P406,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Origanum vulgare,28/8/2006,P408,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Satureja montana,28/8/2006,P409,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Satureja montana,28/8/2006,P409,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Satureja montana,28/8/2006,P410,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Satureja montana,28/8/2006,P410,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Satureja montana,28/8/2006,P410,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Satureja montana,28/8/2006,P411,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus pascuorum,Satureja montana,28/8/2006,P411,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus terrestris complex,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus lapidarius,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus lapidarius,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus lapidarius,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus mesomelas,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus mesomelas,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus pascuorum,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus soroeensis,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus soroeensis,Cirsium vulgare,28/8/2006,P412,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus soroeensis,Cirsium vulgare,28/8/2006,P413,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus mesomelas,Cirsium vulgare,28/8/2006,P413,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus mesomelas,Cirsium vulgare,28/8/2006,P413,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus humilis,Cirsium vulgare,28/8/2006,P413,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus lapidarius,Cirsium vulgare,28/8/2006,P413,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus rupestris,Cirsium vulgare,28/8/2006,P413,Survey2005-06,1455,1455,1400-1600,-0.020338889,42.74267222
Bombus hortorum,Aconitum sp.,31/8/2006,P414,Survey2005-06,1611,1611,1600-1800,-0.005855556,42.76866111
Bombus lapidarius,Succisa pratensis,31/8/2006,P416,Survey2005-06,1611,1611,1600-1800,-0.005855556,42.76866111
Bombus mesomelas,Euphrasia ,31/8/2006,P417,Survey2005-06,1611,1611,1600-1800,-0.005855556,42.76866111
Bombus ruderarius,Succisa pratensis,31/8/2006,P419,Survey2005-06,1611,1611,1600-1800,-0.005855556,42.76866111
Bombus soroeensis,Succisa pratensis,31/8/2006,P419,Survey2005-06,1611,1611,1600-1800,-0.005855556,42.76866111
Bombus lapidarius,Succisa pratensis,31/8/2006,P420,Survey2005-06,1600,1600,1600-1800,-0.005855556,42.76866111
Bombus soroeensis,Succisa pratensis,31/8/2006,P420,Survey2005-06,1600,1600,1600-1800,-0.005855556,42.76866111
Bombus lapidarius,Centaurea nigra,31/8/2006,P428,Survey2005-06,1600,1600,1600-1800,-0.005855556,42.76866111
Bombus mesomelas,Centaurea nigra,31/8/2006,P428,Survey2005-06,1600,1600,1600-1800,-0.005855556,42.76866111
Bombus sichelii,Origanum vulgare,31/8/2006,P434,Survey2005-06,1576,1576,1400-1600,-0.006688889,42.77154167
Bombus lapidarius,Centaurea nigra,31/8/2006,P435,Survey2005-06,1576,1576,1400-1600,-0.006688889,42.77154167
Bombus pascuorum,Centaurea nigra,31/8/2006,P435,Survey2005-06,1576,1576,1400-1600,-0.006688889,42.77154167
Bombus mesomelas,Centaurea nigra,31/8/2006,P435,Survey2005-06,1576,1576,1400-1600,-0.006688889,42.77154167
Bombus wurflenii,Centaurea nigra,31/8/2006,P435,Survey2005-06,1576,1576,1400-1600,-0.006688889,42.77154167
Bombus lapidarius,Hypericum perforatum,31/8/2006,P450,Survey2005-06,1566,1566,1400-1600,-0.009552778,42.77259444
Bombus pascuorum,Picris hieracioides,31/8/2006,P455,Survey2005-06,1193,1193,1000-1200,0.008580556,42.77128889
Bombus pascuorum,buddleia ,31/8/2006,P457,Survey2005-06,1193,1193,1000-1200,0.008580556,42.77128889
Bombus humilis,Cirsium acaule,18/8/1889,Port de Gavarnie,Survey1889,1600,1600,1600-1800,-0.034636,42.743758
Bombus hortorum,Scutellaria alpina,18/8/1889,Port de Gavarnie,Survey1889,1700,1700,1600-1800,-0.03585,42.742822
Bombus lapidarius,Carduus carlinoides,18/8/1889,Port de Gavarnie,Survey1889,1700,1700,1600-1800,-0.03585,42.742822
Bombus terrestris complex,Carduus defloratus,18/8/1889,Port de Gavarnie,Survey1889,1700,1700,1600-1800,-0.03585,42.742822
Bombus sichelii,Carduus defloratus,18/8/1889,Port de Gavarnie,Survey1889,1800,1800,1800-2000,-0.038612,42.742064
Bombus terrestris complex,Carduus carlinoides,18/8/1889,Port de Gavarnie,Survey1889,1900,1900,1800-2000,-0.04113,42.74037
Bombus terrestris complex,Carduus defloratus,10/8/1889,Saugue,Survey1889,1400,1400,1400-1600,-0.002154,42.760985
Bombus lapidarius,Trifolium repens,10/8/1889,Saugu�,Survey1889,1400,1400,1400-1600,-0.002154,42.760985
Bombus sichelii,Eryngium bourgati,10/8/1889,Saugu�,Survey1889,1550,1550,1400-1600,-0.00371,42.761472
Bombus terrestris complex,Eryngium bourgati,10/8/1889,Saugu�,Survey1889,1550,1550,1400-1600,-0.00371,42.761472
Bombus sichelii,Carduus carlinoides,27/8/1889,Trumouse,Survey1889,2000,2000,2000-2200,0.109302,42.731387
Bombus monticola,Carduus defloratus,27/8/1889,Trumouse,Survey1889,2000,2000,2000-2200,0.109302,42.731387
Bombus monticola,Trifolium repens,27/8/1889,Trumouse,Survey1889,2000,2000,2000-2200,0.109302,42.731387
Bombus mesomelas,Cirsium eriophorum,27/8/1889,Trumouse,Survey1889,2000,2000,2000-2200,0.109302,42.731387
Bombus mesomelas,Carduus carlinoides,27/8/1889,Trumouse,Survey1889,2000,2000,2000-2200,0.109302,42.731387
