Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone,Longitude,Latitude
Bombus mesomelas,Verbena officinalis,28/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus mesomelas,Trifolium pratense,8/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus ruderarius,Brunella alba,9/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus soroeensis,Origanum vulgare,26/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Verbena officinalis,28/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Thymus serpyllum,6/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Stachys recta,26/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Marrubium vulgare,9/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Brunella vulgaris,11/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Campanula rotundifolia,8/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Campanula rotundifolia,9/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus terrestris complex,Campanula rotundifolia,12/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus humilis,Verbena officinalis,28/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus humilis,Stachys recta,9/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus humilis,Sideritis hyssopifolia,9/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus humilis,Campanula rapunculoides,9/8/1889,Gedre,Survey1889,1100,1100,1000-1200,0.022022,42.783583
Bombus pascuorum,Teucrium chamaedrys,26/8/1889,Gedre,Survey1889,1150,1150,1000-1200,0.022726,42.782905
Bombus hortorum,Aconitum sp.,12/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Trifolium repens,8/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus hortorum,Aconitum sp.,8/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Trifolium repens,6/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus humilis,Carduus defloratus,6/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus humilis,Carduus defloratus,8/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus quadricolor,Carduus defloratus,7/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus quadricolor,Carduus defloratus,8/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Campanula rapunculoides,5/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Campanula rapunculoides,9/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Campanula rapunculoides,9/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Campanula rapunculoides,10/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Rubus fruticosus,5/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Rubus fruticosus,8/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Rubus fruticosus,10/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Rubus fruticosus,29/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus pascuorum,Carlina acaulis,26/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus pascuorum,Polygala vulgaris,28/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus sichelii,Carduus defloratus,6/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus lapidarius,Allium lusitanicum,7/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus wurflenii,Brunella grandiflora,7/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus wurflenii,Carlina acanthifolia,28/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus mesomelas,Cirsium monspessulanum,7/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus pratorum,Origanum vulgare,10/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus ruderarius,Centaurea scabiosa,6/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Mentha longifolia,10/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Carduus defloratus,6/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus terrestris complex,Hypericum perforatum,28/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus humilis,Rubus fruticosus,7/8/1889,Gedre,Survey1889,1200,1200,1200-1400,0.022773,42.782064
Bombus mesomelas,Carduus defloratus,6/8/1889,Gedre,Survey1889,1300,1300,1200-1400,0.023734,42.780494
Bombus quadricolor,Carduus defloratus,6/8/1889,Gedre,Survey1889,1300,1300,1200-1400,0.023734,42.780494
Bombus lapidarius,Cirsium arvense,12/8/1889,Gedre (op akkerland),Survey1889,1100,1100,1000-1200,0.018592,42.786084
Bombus sichelii,Verbascum  nigrum,27/8/1889,H�as,Survey1889,1480,1480,1400-1600,0.081279,42.752633
Bombus lapidarius,Centaurea nigra,8/8/2005,P001,Survey2005-06,1623,1623,1600-1800,-0.005277778,42.76555556
Bombus lapidarius,Centaurea nigra,8/8/2005,P001,Survey2005-06,1623,1623,1600-1800,-0.005277778,42.76555556
Bombus humilis,Centaurea nigra,8/8/2005,P001,Survey2005-06,1623,1623,1600-1800,-0.005277778,42.76555556
Bombus pyrenaeus,Centaurea nigra,8/8/2005,P001,Survey2005-06,1623,1623,1600-1800,-0.005277778,42.76555556
Bombus hortorum,Centaurea nigra,8/8/2005,P001,Survey2005-06,1623,1623,1600-1800,-0.005277778,42.76555556
Bombus lapidarius,Centaurea nigra,8/8/2005,P002,Survey2005-06,1623,1623,1600-1800,-0.005277778,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P003,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus bohemicus,Allium lusitanicum,8/8/2005,P004,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P004,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P004,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P004,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus sichelii,Allium lusitanicum,8/8/2005,P004,Survey2005-06,1623,1623,1600-1800,-0.005,42.76555556
Bombus quadricolor,Calluna vulgaris,8/8/2005,P005,Survey2005-06,1623,1623,1600-1800,-0.004444444,42.765
Bombus soroeensis,Calluna vulgaris,8/8/2005,P006,Survey2005-06,1623,1623,1600-1800,-0.004444444,42.765
Bombus lapidarius,Cirsium arvense,8/8/2005,P008,Survey2005-06,1623,1623,1600-1800,-0.004722222,42.76444444
Bombus lapidarius,Cirsium arvense,8/8/2005,P008,Survey2005-06,1623,1623,1600-1800,-0.004722222,42.76444444
Bombus hortorum,Cirsium arvense,8/8/2005,P008,Survey2005-06,1623,1623,1600-1800,-0.004722222,42.76444444
Bombus hortorum,Cirsium arvense,8/8/2005,P008,Survey2005-06,1623,1623,1600-1800,-0.004722222,42.76444444
Bombus soroeensis,Centaurea nigra,8/8/2005,P009,Survey2005-06,1623,1623,1600-1800,-0.004777778,42.76472222
Bombus lapidarius,Centaurea nigra,9/8/2005,P010,Survey2005-06,1629,1629,1600-1800,-0.005027778,42.76730556
Bombus pascuorum,Calluna vulgaris,9/8/2005,P012,Survey2005-06,1617,1617,1600-1800,-0.005027778,42.76730556
Bombus mesomelas,Calluna vulgaris,9/8/2005,P012,Survey2005-06,1617,1617,1600-1800,-0.005027778,42.76730556
Bombus lapidarius,Calluna vulgaris,9/8/2005,P013,Survey2005-06,1617,1617,1600-1800,-0.005,42.76775
Bombus mesomelas,Calluna vulgaris,9/8/2005,P013,Survey2005-06,1617,1617,1600-1800,-0.005,42.76775
Bombus ruderarius,Succisa pratensis,9/8/2005,P015,Survey2005-06,1613,1613,1600-1800,-0.005055556,42.76838889
Bombus soroeensis,Succisa pratensis,9/8/2005,P015,Survey2005-06,1613,1613,1600-1800,-0.005055556,42.76838889
Bombus lapidarius,Eryngium bourgati,9/8/2005,P016,Survey2005-06,1610,1610,1600-1800,-0.005277778,42.76880556
Bombus soroeensis,Eryngium bourgati,9/8/2005,P016,Survey2005-06,1610,1610,1600-1800,-0.005277778,42.76880556
Bombus soroeensis,Eryngium bourgati,9/8/2005,P016,Survey2005-06,1610,1610,1600-1800,-0.005277778,42.76880556
Bombus soroeensis,Eryngium bourgati,9/8/2005,P016,Survey2005-06,1610,1610,1600-1800,-0.005277778,42.76880556
Bombus pascuorum,Eryngium bourgati,9/8/2005,P017,Survey2005-06,1610,1610,1600-1800,-0.005277778,42.76880556
Bombus soroeensis,Eryngium bourgati,9/8/2005,P017,Survey2005-06,1610,1610,1600-1800,-0.005277778,42.76880556
Bombus sichelii,Mentha longifolia,9/8/2005,P020,Survey2005-06,1560,1560,1400-1600,-0.010666667,42.77305556
Bombus sichelii,Mentha longifolia,9/8/2005,P021,Survey2005-06,1560,1560,1400-1600,-0.010111111,42.77305556
Bombus terrestris complex,Parnassia palustris,9/8/2005,P024,Survey2005-06,1550,1550,1400-1600,-0.010527778,42.77277778
Bombus bohemicus,Cirsium arvense,9/8/2005,P025,Survey2005-06,1550,1550,1400-1600,-0.010527778,42.77277778
Bombus hortorum,Cirsium arvense,9/8/2005,P026,Survey2005-06,1550,1550,1400-1600,-0.010527778,42.77277778
Bombus bohemicus,Parnassia palustris,9/8/2005,P027,Survey2005-06,1553,1553,1400-1600,-0.011555556,42.77316667
Bombus pascuorum,Crepis sp.,10/8/2005,P028,Survey2005-06,1558,1558,1400-1600,-0.010305556,42.77266667
Bombus soroeensis,Angelica sylvestris,10/8/2005,P029,Survey2005-06,1560,1560,1400-1600,-0.010305556,42.77266667
Bombus mesomelas,Angelica sylvestris,10/8/2005,P029,Survey2005-06,1560,1560,1400-1600,-0.010305556,42.77266667
Bombus sichelii,Angelica sylvestris,10/8/2005,P030,Survey2005-06,1560,1560,1400-1600,-0.010555556,42.77302778
Bombus sichelii,Hypericum perforatum,10/8/2005,P031,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus sichelii,Hypericum perforatum,10/8/2005,P031,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus mesomelas,Hypericum perforatum,10/8/2005,P031,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus lapidarius,Hypericum perforatum,10/8/2005,P032,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus humilis,Hypericum perforatum,10/8/2005,P032,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus pascuorum,Hypericum perforatum,10/8/2005,P032,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus sichelii,Hypericum perforatum,10/8/2005,P032,Survey2005-06,1560,1560,1400-1600,-0.010722222,42.77280556
Bombus mesomelas,Mentha longifolia,10/8/2005,P033,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus lapidarius,Mentha longifolia,10/8/2005,P034,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus sichelii,Mentha longifolia,10/8/2005,P034,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus sichelii,Mentha longifolia,10/8/2005,P034,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus sichelii,Mentha longifolia,10/8/2005,P034,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus mesomelas,Mentha longifolia,10/8/2005,P034,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus soroeensis,Mentha longifolia,10/8/2005,P034,Survey2005-06,1560,1560,1400-1600,-0.010972222,42.77311111
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus lapidarius,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus sichelii,Hypericum perforatum,10/8/2005,P037,Survey2005-06,1560,1560,1400-1600,-0.011416667,42.77291667
Bombus lapidarius,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus humilis,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus sichelii,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus sichelii,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus sichelii,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus sichelii,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus mesomelas,Hypericum perforatum,10/8/2005,P038,Survey2005-06,1560,1560,1400-1600,-0.011361111,42.77280556
Bombus humilis,Origanum vulgare,10/8/2005,P039,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus ruderarius,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus humilis,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus pascuorum,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus sichelii,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus ruderarius,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus mesomelas,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus mesomelas,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus soroeensis,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus soroeensis,Origanum vulgare,10/8/2005,P040,Survey2005-06,1536,1536,1400-1600,-0.001222222,42.77627778
Bombus humilis,Origanum vulgare,10/8/2005,P041,Survey2005-06,1535,1535,1400-1600,-0.001666667,42.77569444
Bombus bohemicus,Origanum vulgare,10/8/2005,P044,Survey2005-06,1557,1557,1400-1600,-0.009972222,42.77283333
Bombus lapidarius,Origanum vulgare,10/8/2005,P044,Survey2005-06,1557,1557,1400-1600,-0.009972222,42.77283333
Bombus lapidarius,Origanum vulgare,10/8/2005,P044,Survey2005-06,1557,1557,1400-1600,-0.009972222,42.77283333
Bombus mesomelas,Origanum vulgare,10/8/2005,P044,Survey2005-06,1557,1557,1400-1600,-0.009972222,42.77283333
Bombus humilis,Centaurea scabiosa,12/8/2005,P045,Survey2005-06,1485,1485,1400-1600,-0.003916667,42.77947222
Bombus bohemicus,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus bohemicus,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus lapidarius,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus pascuorum,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus mesomelas,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus mesomelas,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus mesomelas,Centaurea scabiosa,12/8/2005,P046,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus mesomelas,Centaurea scabiosa,12/8/2005,P047,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus soroeensis,Centaurea scabiosa,12/8/2005,P047,Survey2005-06,1515,1515,1400-1600,-0.003027778,42.77886111
Bombus lapidarius,Centaurea scabiosa,12/8/2005,P048,Survey2005-06,1515,1515,1400-1600,-0.002916667,42.77902778
Bombus lapidarius,Centaurea scabiosa,12/8/2005,P048,Survey2005-06,1515,1515,1400-1600,-0.002916667,42.77902778
Bombus sichelii,Centaurea scabiosa,12/8/2005,P048,Survey2005-06,1515,1515,1400-1600,-0.002916667,42.77902778
Bombus sichelii,Allium lusitanicum,12/8/2005,P053,Survey2005-06,1497,1497,1400-1600,-0.003805556,42.77938889
Bombus humilis,Centaurea scabiosa,12/8/2005,P054,Survey2005-06,1485,1485,1400-1600,-0.003916667,42.77947222
Bombus pascuorum,Centaurea scabiosa,12/8/2005,P054,Survey2005-06,1485,1485,1400-1600,-0.003916667,42.77947222
Bombus humilis,Centaurea scabiosa,12/8/2005,P054,Survey2005-06,1485,1485,1400-1600,-0.003916667,42.77947222
Bombus soroeensis,Centaurea scabiosa,12/8/2005,P054,Survey2005-06,1485,1485,1400-1600,-0.003916667,42.77947222
Bombus soroeensis,Centaurea scabiosa,12/8/2005,P054,Survey2005-06,1485,1485,1400-1600,-0.003916667,42.77947222
Bombus hortorum,Aconitum sp.,12/8/2005,P055,Survey2005-06,1853,1853,1800-2000,-0.031472222,42.72683333
Bombus sichelii,Aconitum sp.,12/8/2005,P060,Survey2005-06,1833,1833,1800-2000,-0.032472222,42.72572222
Bombus wurflenii,Aconitum sp.,12/8/2005,P060,Survey2005-06,1833,1833,1800-2000,-0.032472222,42.72572222
Bombus wurflenii,Aconitum sp.,12/8/2005,P060,Survey2005-06,1833,1833,1800-2000,-0.032472222,42.72572222
Bombus wurflenii,Aconitum sp.,12/8/2005,P060,Survey2005-06,1833,1833,1800-2000,-0.032472222,42.72572222
Bombus mesomelas,Carduus defloratus,12/8/2005,P061,Survey2005-06,1830,1830,1800-2000,-0.032361111,42.72691667
Bombus mesomelas,Carduus defloratus,12/8/2005,P061,Survey2005-06,1830,1830,1800-2000,-0.032361111,42.72691667
Bombus mesomelas,Carduus defloratus,12/8/2005,P061,Survey2005-06,1830,1830,1800-2000,-0.032361111,42.72691667
Bombus wurflenii,Aconitum sp.,13/8/2005,P065,Survey2005-06,1528,1528,1400-1600,-0.023777778,42.73788889
Bombus wurflenii,Aconitum sp.,13/8/2005,P065,Survey2005-06,1528,1528,1400-1600,-0.023777778,42.73788889
Bombus hortorum,Aconitum sp.,13/8/2005,P065,Survey2005-06,1528,1528,1400-1600,-0.023777778,42.73788889
Bombus humilis,Centaurea nigra,13/8/2005,P069,Survey2005-06,1521,1521,1400-1600,-0.023611111,42.73777778
Bombus mesomelas,Centaurea nigra,13/8/2005,P069,Survey2005-06,1521,1521,1400-1600,-0.023611111,42.73777778
Bombus soroeensis,Centaurea nigra,13/8/2005,P069,Survey2005-06,1521,1521,1400-1600,-0.023611111,42.73777778
Bombus humilis,Aconitum sp.,13/8/2005,P072,Survey2005-06,1707,1707,1600-1800,-0.029777778,42.735
Bombus mesomelas,Aconitum sp.,13/8/2005,P072,Survey2005-06,1707,1707,1600-1800,-0.029777778,42.735
Bombus mesomelas,Carduus defloratus,13/8/2005,P073,Survey2005-06,1707,1707,1600-1800,-0.029777778,42.735
Bombus wurflenii,Aconitum sp.,13/8/2005,P080,Survey2005-06,1699,1699,1600-1800,-0.029055556,42.73488889
Bombus mesomelas,Onopordum acaulon,13/8/2005,P081,Survey2005-06,1699,1699,1600-1800,-0.028861111,42.73483333
Bombus humilis,Onopordum acaulon,13/8/2005,P081,Survey2005-06,1699,1699,1600-1800,-0.028861111,42.73483333
Bombus mesomelas,Onopordum acaulon,13/8/2005,P081,Survey2005-06,1699,1699,1600-1800,-0.028861111,42.73483333
Bombus mesomelas,Onopordum acaulon,13/8/2005,P081,Survey2005-06,1699,1699,1600-1800,-0.028861111,42.73483333
Bombus soroeensis,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus pascuorum,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus rupestris,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus wurflenii,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus humilis,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus pascuorum,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus pascuorum,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus pascuorum,Centaurea scabiosa,13/8/2005,P082,Survey2005-06,1500,1500,1400-1600,-0.079305556,42.75619444
Bombus pascuorum,Centaurea nigra,13/8/2005,P083,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus mesomelas,Centaurea nigra,13/8/2005,P084,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus soroeensis,Centaurea nigra,13/8/2005,P084,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus mesomelas,Centaurea nigra,13/8/2005,P084,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus mesomelas,Centaurea nigra,13/8/2005,P084,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus soroeensis,Centaurea nigra,13/8/2005,P084,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus terrestris complex,Centaurea nigra,13/8/2005,P084,Survey2005-06,1498,1498,1400-1600,-0.078888889,42.75333333
Bombus wurflenii,Succisa pratensis,14/8/2005,P085,Survey2005-06,1495,1495,1400-1600,0.078388889,42.75363889
Bombus ruderarius,Succisa pratensis,14/8/2005,P085,Survey2005-06,1495,1495,1400-1600,0.078388889,42.75363889
Bombus mesomelas,Succisa pratensis,14/8/2005,P086,Survey2005-06,1495,1495,1400-1600,0.078333333,42.75361111
Bombus sylvarum,Succisa pratensis,14/8/2005,P086,Survey2005-06,1495,1495,1400-1600,0.078333333,42.75361111
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P090,Survey2005-06,1491,1491,1400-1600,0.078194444,42.75363889
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P090,Survey2005-06,1491,1491,1400-1600,0.078194444,42.75363889
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P090,Survey2005-06,1491,1491,1400-1600,0.078194444,42.75363889
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P090,Survey2005-06,1491,1491,1400-1600,0.078194444,42.75363889
Bombus terrestris complex,Seseli libanotis,14/8/2005,P091,Survey2005-06,1498,1498,1400-1600,0.078972222,42.75355556
Bombus wurflenii,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus wurflenii,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus wurflenii,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus pascuorum,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus humilis,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus humilis,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus humilis,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P095,Survey2005-06,1491,1491,1400-1600,0.080027778,42.75297222
Bombus sichelii,Angelica sylvestris,14/8/2005,P096,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus humilis,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
