Visitor,Plant,Elevation,Site,Data,Day,Month,Year,ElevationCorrect,Plant2,MinEle,MaxEle,AltZone,EleZone
Bombus mesomelas,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1515,P047,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1515,P047,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus lapidarius,Centaurea scabiosa,1515,P048,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus lapidarius,Centaurea scabiosa,1515,P048,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus sichelii,Centaurea scabiosa,1515,P048,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus sichelii,Cirsium eriophorum,1519,P273,Biesmeijer,20,8,2006,1519,Cirsium eriophorum,1519,1519,montane,1400-1600
Bombus soroeensis,Cirsium eriophorum,1519,P273,Biesmeijer,20,8,2006,1519,Cirsium eriophorum,1519,1519,montane,1400-1600
Bombus humilis,Cirsium eriophorum,1520,P276,Biesmeijer,20,8,2006,1520,Cirsium eriophorum,1520,1520,montane,1400-1600
Bombus lapidarius,Cirsium eriophorum,1520,P276,Biesmeijer,20,8,2006,1520,Cirsium eriophorum,1520,1520,montane,1400-1600
Bombus pascuorum,Cirsium eriophorum,1520,P276,Biesmeijer,20,8,2006,1520,Cirsium eriophorum,1520,1520,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1520,P277,Biesmeijer,20,8,2006,1520,Centaurea nigra,1520,1520,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1520,P277,Biesmeijer,20,8,2006,1520,Centaurea nigra,1520,1520,montane,1400-1600
Bombus humilis,Centaurea nigra,1521,P069,Biesmeijer,13,8,2005,1521,Centaurea nigra,1521,1521,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1521,P069,Biesmeijer,13,8,2005,1521,Centaurea nigra,1521,1521,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1521,P069,Biesmeijer,13,8,2005,1521,Centaurea nigra,1521,1521,montane,1400-1600
Bombus wurflenii,Aconitum napellus,1528,P065,Biesmeijer,13,8,2005,1528,Aconitum sp.,1528,1528,montane,1400-1600
Bombus wurflenii,Aconitum napellus,1528,P065,Biesmeijer,13,8,2005,1528,Aconitum sp.,1528,1528,montane,1400-1600
Bombus hortorum,Aconitum napellus,1528,P065,Biesmeijer,13,8,2005,1528,Aconitum sp.,1528,1528,montane,1400-1600
Bombus humilis,Origanum vulgare,1535,P041,Biesmeijer,10,8,2005,1535,Origanum vulgare,1535,1535,montane,1400-1600
Bombus humilis,Origanum vulgare,1536,P039,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus ruderarius,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus humilis,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus pascuorum,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus sichelii,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus ruderarius,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus mesomelas,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus mesomelas,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus soroeensis,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus soroeensis,Origanum vulgare,1536,P040,Biesmeijer,10,8,2005,1536,Origanum vulgare,1536,1536,montane,1400-1600
Bombus sichelii,Cirsium eriophorum,1550,Gavarnie,MacLeod,23,8,1889,1550,Cirsium eriophorum,1550,1550,montane,1400-1600
Bombus sichelii,Eryngium bourgati,1550,Saugué,MacLeod,10,8,1889,1550,Eryngium bourgati,1550,1550,montane,1400-1600
Bombus sichelii,Trifolium repens,1550,Gavarnie,MacLeod,22,8,1889,1550,Trifolium repens,1550,1550,montane,1400-1600
Bombus sichelii,Lotus corniculatus,1550,Gavarnie,MacLeod,22,8,1889,1550,Lotus corniculatus,1550,1550,montane,1400-1600
Bombus hortorum,Iris pyrenaica,1550,Gavarnie,MacLeod,16,8,1889,1550,Iris pyrenaica,1550,1550,montane,1400-1600
Bombus hortorum,Cirsium eriophorum,1550,Gavarnie,MacLeod,22,8,1889,1550,Cirsium eriophorum,1550,1550,montane,1400-1600
Bombus wurflenii,Cirsium eriophorum,1550,Gavarnie,MacLeod,22,8,1889,1550,Cirsium eriophorum,1550,1550,montane,1400-1600
Bombus wurflenii,Cirsium eriophorum,1550,Gavarnie,MacLeod,23,8,1889,1550,Cirsium eriophorum,1550,1550,montane,1400-1600
Bombus ruderarius,Cirsium eriophorum,1550,Gavarnie,MacLeod,22,8,1889,1550,Cirsium eriophorum,1550,1550,montane,1400-1600
Bombus soroeensis,Cirsium eriophorum,1550,Gavarnie,MacLeod,17,8,1889,1550,Cirsium eriophorum,1550,1550,montane,1400-1600
Bombus terrestris complex,Eryngium bourgati,1550,Saugué,MacLeod,10,8,1889,1550,Eryngium bourgati,1550,1550,montane,1400-1600
Bombus terrestris complex,Parnassia rotundifolia,1550,P024,Biesmeijer,9,8,2005,1550,Parnassia palustris,1550,1550,montane,1400-1600
Bombus bohemicus,Cirsium arvense,1550,P025,Biesmeijer,9,8,2005,1550,Cirsium arvense,1550,1550,montane,1400-1600
Bombus hortorum,Cirsium arvense,1550,P026,Biesmeijer,9,8,2005,1550,Cirsium arvense,1550,1550,montane,1400-1600
Bombus bohemicus,Parnassia rotundifolia,1553,P027,Biesmeijer,9,8,2005,1553,Parnassia palustris,1553,1553,montane,1400-1600
Bombus bohemicus,Origanum vulgare,1557,P044,Biesmeijer,10,8,2005,1557,Origanum vulgare,1557,1557,montane,1400-1600
Bombus lapidarius,Origanum vulgare,1557,P044,Biesmeijer,10,8,2005,1557,Origanum vulgare,1557,1557,montane,1400-1600
Bombus lapidarius,Origanum vulgare,1557,P044,Biesmeijer,10,8,2005,1557,Origanum vulgare,1557,1557,montane,1400-1600
Bombus mesomelas,Origanum vulgare,1557,P044,Biesmeijer,10,8,2005,1557,Origanum vulgare,1557,1557,montane,1400-1600
Bombus pascuorum,Crepis mollis,1558,P028,Biesmeijer,10,8,2005,1558,Crepis sp.,1558,1558,montane,1400-1600
Bombus sichelii,Mentha longifolia,1560,P020,Biesmeijer,9,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus sichelii,Mentha longifolia,1560,P021,Biesmeijer,9,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus soroeensis,Angelica sylvestris,1560,P029,Biesmeijer,10,8,2005,1560,Angelica sylvestris,1560,1560,montane,1400-1600
Bombus mesomelas,Angelica sylvestris,1560,P029,Biesmeijer,10,8,2005,1560,Angelica sylvestris,1560,1560,montane,1400-1600
Bombus sichelii,Angelica sylvestris,1560,P030,Biesmeijer,10,8,2005,1560,Angelica sylvestris,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P031,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P031,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus mesomelas,Hypericum perforatum,1560,P031,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus lapidarius,Hypericum perforatum,1560,P032,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus humilis,Hypericum perforatum,1560,P032,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus pascuorum,Hypericum perforatum,1560,P032,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P032,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus mesomelas,Mentha longifolia,1560,P033,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus lapidarius,Mentha longifolia,1560,P034,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus sichelii,Mentha longifolia,1560,P034,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus sichelii,Mentha longifolia,1560,P034,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus sichelii,Mentha longifolia,1560,P034,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus mesomelas,Mentha longifolia,1560,P034,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus soroeensis,Mentha longifolia,1560,P034,Biesmeijer,10,8,2005,1560,Mentha longifolia,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus lapidarius,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P037,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus lapidarius,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus humilis,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus mesomelas,Hypericum perforatum,1560,P038,Biesmeijer,10,8,2005,1560,Hypericum perforatum,1560,1560,montane,1400-1600
Bombus lapidarius,Hypericum ,1566,P450,Biesmeijer,31,8,2006,1566,Hypericum perforatum,1566,1566,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1568,P208,Biesmeijer,25,8,2005,1568,Hypericum perforatum,1568,1568,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1568,P208,Biesmeijer,25,8,2005,1568,Hypericum perforatum,1568,1568,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1568,P208,Biesmeijer,25,8,2005,1568,Hypericum perforatum,1568,1568,montane,1400-1600
Bombus sichelii,Hypericum perforatum,1568,P208,Biesmeijer,25,8,2005,1568,Hypericum perforatum,1568,1568,montane,1400-1600
Bombus terrestris complex,Hypericum perforatum,1568,P208,Biesmeijer,25,8,2005,1568,Hypericum perforatum,1568,1568,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1568,P209,Biesmeijer,25,8,2005,1568,Cirsium vulgare,1568,1568,montane,1400-1600
Bombus terrestris complex,Cirsium vulgare,1568,P209,Biesmeijer,25,8,2005,1568,Cirsium vulgare,1568,1568,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1568,P209,Biesmeijer,25,8,2005,1568,Cirsium vulgare,1568,1568,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1568,P209,Biesmeijer,25,8,2005,1568,Cirsium vulgare,1568,1568,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1568,P209,Biesmeijer,25,8,2005,1568,Cirsium vulgare,1568,1568,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1568,P209,Biesmeijer,25,8,2005,1568,Cirsium vulgare,1568,1568,montane,1400-1600
Bombus wurflenii,Hypericum perforatum,1570,P206,Biesmeijer,25,8,2005,1570,Hypericum perforatum,1570,1570,montane,1400-1600
Bombus sichelii,Origanum vulgare,1576,P434,Biesmeijer,31,8,2006,1576,Origanum vulgare,1576,1576,montane,1400-1600
Bombus lapidarius,Centaurea nigra,1576,P435,Biesmeijer,31,8,2006,1576,Centaurea nigra,1576,1576,montane,1400-1600
Bombus pascuorum,Centaurea nigra,1576,P435,Biesmeijer,31,8,2006,1576,Centaurea nigra,1576,1576,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1576,P435,Biesmeijer,31,8,2006,1576,Centaurea nigra,1576,1576,montane,1400-1600
Bombus wurflenii,Centaurea nigra,1576,P435,Biesmeijer,31,8,2006,1576,Centaurea nigra,1576,1576,montane,1400-1600
Bombus lapidarius,Centaurea nigra,1594,P119,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus pascuorum,Centaurea nigra,1594,P119,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1594,P119,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1594,P119,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1594,P119,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus lapidarius,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus lapidarius,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus sichelii,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1594,P120,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus lapidarius,Centaurea nigra,1594,P120x,Biesmeijer,16,8,2005,1594,Centaurea nigra,1594,1594,montane,1400-1600
Bombus sichelii,Calluna vulgaris,1594,P121,Biesmeijer,16,8,2005,1594,Calluna vulgaris,1594,1594,montane,1400-1600
Bombus terrestris complex,Calluna vulgaris,1594,P121,Biesmeijer,16,8,2005,1594,Calluna vulgaris,1594,1594,montane,1400-1600
Bombus soroeensis,Calluna vulgaris,1594,P121,Biesmeijer,16,8,2005,1594,Calluna vulgaris,1594,1594,montane,1400-1600
Bombus sichelii,Stachys sylvatica,1600,Gavarnie,MacLeod,17,8,1889,1600,Stachys sylvatica,1600,1600,montane,1600-1800
Bombus gerstaeckeri,Aconitum pyrenaicum,1600,Gavarnie,MacLeod,16,8,1889,1600,Aconitum sp.,1600,1600,montane,1600-1800
Bombus hortorum,Galeopsis tetrahit,1600,Gavarnie,MacLeod,17,8,1889,1600,Galeopsis tetrahit,1600,1600,montane,1600-1800
Bombus hortorum,Galeopsis tetrahit,1600,Gavarnie,MacLeod,23,8,1889,1600,Galeopsis tetrahit,1600,1600,montane,1600-1800
Bombus hortorum,Aconitum pyrenaicum,1600,Gavarnie,MacLeod,17,8,1889,1600,Aconitum sp.,1600,1600,montane,1600-1800
Bombus wurflenii,Aconitum pyrenaicum,1600,Gavarnie,MacLeod,16,8,1889,1600,Aconitum sp.,1600,1600,montane,1600-1800
Bombus wurflenii,Aconitum pyrenaicum,1600,Gavarnie,MacLeod,17,8,1889,1600,Aconitum sp.,1600,1600,montane,1600-1800
Bombus wurflenii,Aconitum pyrenaicum,1600,Gavarnie,MacLeod,22,8,1889,1600,Aconitum sp.,1600,1600,montane,1600-1800
Bombus mesomelas,Brunella vulgaris,1600,Gavarnie,MacLeod,16,8,1889,1600,Brunella vulgaris,1600,1600,montane,1600-1800
Bombus mesomelas,Lotus corniculatus,1600,Gavarnie,MacLeod,16,8,1889,1600,Lotus corniculatus,1600,1600,montane,1600-1800
Bombus soroeensis,Carduus medius,1600,Gavarnie,MacLeod,16,8,1889,1600,Carduus defloratus,1600,1600,montane,1600-1800
Bombus soroeensis,Carduus medius,1600,Gavarnie,MacLeod,17,8,1889,1600,Carduus defloratus,1600,1600,montane,1600-1800
Bombus humilis,Cirsium acaule,1600,Port de Gavarnie,MacLeod,18,8,1889,1600,Cirsium acaule,1600,1600,montane,1600-1800
Bombus lapidarius,Succisa pratensis,1600,P420,Biesmeijer,31,8,2006,1600,Succisa pratensis,1600,1600,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1600,P420,Biesmeijer,31,8,2006,1600,Succisa pratensis,1600,1600,montane,1600-1800
Bombus lapidarius,Centaurea nigra,1600,P428,Biesmeijer,31,8,2006,1600,Centaurea nigra,1600,1600,montane,1600-1800
Bombus mesomelas,Centaurea nigra,1600,P428,Biesmeijer,31,8,2006,1600,Centaurea nigra,1600,1600,montane,1600-1800
Bombus lapidarius,Eryngium bourgati,1610,P016,Biesmeijer,9,8,2005,1610,Eryngium bourgati,1610,1610,montane,1600-1800
Bombus soroeensis,Eryngium bourgati,1610,P016,Biesmeijer,9,8,2005,1610,Eryngium bourgati,1610,1610,montane,1600-1800
Bombus soroeensis,Eryngium bourgati,1610,P016,Biesmeijer,9,8,2005,1610,Eryngium bourgati,1610,1610,montane,1600-1800
Bombus soroeensis,Eryngium bourgati,1610,P016,Biesmeijer,9,8,2005,1610,Eryngium bourgati,1610,1610,montane,1600-1800
Bombus pascuorum,Eryngium bourgati,1610,P017,Biesmeijer,9,8,2005,1610,Eryngium bourgati,1610,1610,montane,1600-1800
Bombus soroeensis,Eryngium bourgati,1610,P017,Biesmeijer,9,8,2005,1610,Eryngium bourgati,1610,1610,montane,1600-1800
Bombus hortorum,Aconitum napellus,1611,P414,Biesmeijer,31,8,2006,1611,Aconitum sp.,1611,1611,montane,1600-1800
Bombus lapidarius,Succisa pratensis,1611,P416,Biesmeijer,31,8,2006,1611,Succisa pratensis,1611,1611,montane,1600-1800
Bombus mesomelas,Euphrasia ,1611,P417,Biesmeijer,31,8,2006,1611,Euphrasia ,1611,1611,montane,1600-1800
Bombus ruderarius,Succisa pratensis,1611,P419,Biesmeijer,31,8,2006,1611,Succisa pratensis,1611,1611,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1611,P419,Biesmeijer,31,8,2006,1611,Succisa pratensis,1611,1611,montane,1600-1800
Bombus ruderarius,Succisa pratensis,1613,P015,Biesmeijer,9,8,2005,1613,Succisa pratensis,1613,1613,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1613,P015,Biesmeijer,9,8,2005,1613,Succisa pratensis,1613,1613,montane,1600-1800
Bombus pascuorum,Centaurea nigra,1616,P113,Biesmeijer,16,8,2005,1616,Centaurea nigra,1616,1616,montane,1600-1800
Bombus mesomelas,Centaurea nigra,1616,P113x,Biesmeijer,16,8,2005,1616,Centaurea nigra,1616,1616,montane,1600-1800
Bombus pascuorum,Calluna vulgaris,1617,P012,Biesmeijer,9,8,2005,1617,Calluna vulgaris,1617,1617,montane,1600-1800
Bombus mesomelas,Calluna vulgaris,1617,P012,Biesmeijer,9,8,2005,1617,Calluna vulgaris,1617,1617,montane,1600-1800
Bombus lapidarius,Calluna vulgaris,1617,P013,Biesmeijer,9,8,2005,1617,Calluna vulgaris,1617,1617,montane,1600-1800
Bombus mesomelas,Calluna vulgaris,1617,P013,Biesmeijer,9,8,2005,1617,Calluna vulgaris,1617,1617,montane,1600-1800
Bombus soroeensis,scabiosa columbaria,1618,P321,Biesmeijer,22,8,2006,1618,Scabiosa columbaria,1618,1618,montane,1600-1800
Bombus wurflenii,Centaurea nigra,1619,P116,Biesmeijer,16,8,2005,1619,Centaurea nigra,1619,1619,montane,1600-1800
Bombus humilis,Centaurea nigra,1619,P116,Biesmeijer,16,8,2005,1619,Centaurea nigra,1619,1619,montane,1600-1800
Bombus mesomelas,Centaurea nigra,1619,P116,Biesmeijer,16,8,2005,1619,Centaurea nigra,1619,1619,montane,1600-1800
Bombus soroeensis,Centaurea nigra,1619,P116,Biesmeijer,16,8,2005,1619,Centaurea nigra,1619,1619,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1622,P322,Biesmeijer,22,8,2006,1622,Succisa pratensis,1622,1622,montane,1600-1800
Bombus sichelii,Succisa pratensis,1622,P322,Biesmeijer,22,8,2006,1622,Succisa pratensis,1622,1622,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1622,P323,Biesmeijer,22,8,2006,1622,Succisa pratensis,1622,1622,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1622,P323,Biesmeijer,22,8,2006,1622,Succisa pratensis,1622,1622,montane,1600-1800
Bombus quadricolor,Succisa pratensis,1622,P323,Biesmeijer,22,8,2006,1622,Succisa pratensis,1622,1622,montane,1600-1800
Bombus lapidarius,Succisa pratensis,1622,P323,Biesmeijer,22,8,2006,1622,Succisa pratensis,1622,1622,montane,1600-1800
Bombus lapidarius,Centaurea nigra,1623,P001,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus lapidarius,Centaurea nigra,1623,P001,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus humilis,Centaurea nigra,1623,P001,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus pyrenaeus,Centaurea nigra,1623,P001,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus hortorum,Centaurea nigra,1623,P001,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus lapidarius,Centaurea nigra,1623,P002,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P003,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus bohemicus,Allium montana,1623,P004,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P004,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P004,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P004,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus sichelii,Allium montana,1623,P004,Biesmeijer,8,8,2005,1623,Allium lusitanicum,1623,1623,montane,1600-1800
Bombus quadricolor,Calluna vulgaris,1623,P005,Biesmeijer,8,8,2005,1623,Calluna vulgaris,1623,1623,montane,1600-1800
Bombus soroeensis,Calluna vulgaris,1623,P006,Biesmeijer,8,8,2005,1623,Calluna vulgaris,1623,1623,montane,1600-1800
Bombus lapidarius,Cirsium arvense,1623,P008,Biesmeijer,8,8,2005,1623,Cirsium arvense,1623,1623,montane,1600-1800
Bombus lapidarius,Cirsium arvense,1623,P008,Biesmeijer,8,8,2005,1623,Cirsium arvense,1623,1623,montane,1600-1800
Bombus hortorum,Cirsium arvense,1623,P008,Biesmeijer,8,8,2005,1623,Cirsium arvense,1623,1623,montane,1600-1800
Bombus hortorum,Cirsium arvense,1623,P008,Biesmeijer,8,8,2005,1623,Cirsium arvense,1623,1623,montane,1600-1800
Bombus soroeensis,Centaurea nigra,1623,P009,Biesmeijer,8,8,2005,1623,Centaurea nigra,1623,1623,montane,1600-1800
Bombus terrestris complex,Succisa pratensis,1625,P109,Biesmeijer,16,8,2005,1625,Succisa pratensis,1625,1625,montane,1600-1800
Bombus mesomelas,Succisa pratensis,1625,P109,Biesmeijer,16,8,2005,1625,Succisa pratensis,1625,1625,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1625,P109,Biesmeijer,16,8,2005,1625,Succisa pratensis,1625,1625,montane,1600-1800
Bombus soroeensis,Succisa pratensis,1625,P110,Biesmeijer,16,8,2005,1625,Succisa pratensis,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P384,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P384,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P384,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P384,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus soroeensis,Cirsium eriophorum,1625,P384,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P385,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P385,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1625,P387,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
