Visitor,Plant,Elevation,Site,Data,Day,Month,Year,ElevationCorrect,Plant2,MinEle,MaxEle,AltZone,EleZone
Bombus hortorum,Cirsium vulgare,1179,P165,Biesmeijer,22,8,2005,1179,Cirsium vulgare,1179,1179,montane,1000-1200
Bombus soroeensis,Cirsium vulgare,1179,P165,Biesmeijer,22,8,2005,1179,Cirsium vulgare,1179,1179,montane,1000-1200
Bombus pascuorum,Rubus fruticosus,1180,P163,Biesmeijer,22,8,2005,1180,Rubus fruticosus,1180,1180,montane,1000-1200
Bombus pascuorum,Rubus fruticosus,1180,P163,Biesmeijer,22,8,2005,1180,Rubus fruticosus,1180,1180,montane,1000-1200
Bombus pascuorum,Rubus fruticosus,1180,P163,Biesmeijer,22,8,2005,1180,Rubus fruticosus,1180,1180,montane,1000-1200
Bombus humilis,Origanum vulgare,1180,P305,Biesmeijer,21,8,2006,1180,Origanum vulgare,1180,1180,montane,1000-1200
Bombus pascuorum,Origanum vulgare,1180,P305,Biesmeijer,21,8,2006,1180,Origanum vulgare,1180,1180,montane,1000-1200
Bombus soroeensis,Origanum vulgare,1180,P305,Biesmeijer,21,8,2006,1180,Origanum vulgare,1180,1180,montane,1000-1200
Bombus quadricolor,Origanum vulgare,1180,P305,Biesmeijer,21,8,2006,1180,Origanum vulgare,1180,1180,montane,1000-1200
Bombus pascuorum,Origanum vulgare,1180,P305,Biesmeijer,21,8,2006,1180,Origanum vulgare,1180,1180,montane,1000-1200
Bombus humilis,Asteracaea senecio?,1185,P306,Biesmeijer,21,8,2006,1185,Asteracaea senecio?,1185,1185,montane,1000-1200
Bombus quadricolor,Asteracaea senecio?,1185,P306,Biesmeijer,21,8,2006,1185,Asteracaea senecio?,1185,1185,montane,1000-1200
Bombus pascuorum,Picris hieracioides,1193,P455,Biesmeijer,31,8,2006,1193,Picris hieracioides,1193,1193,montane,1000-1200
Bombus pascuorum,buddleia ,1193,P457,Biesmeijer,31,8,2006,1193,buddleia ,1193,1193,montane,1000-1200
Bombus lapidarius,Crepis mollis,1194,P141,Biesmeijer,19,8,2005,1194,Crepis sp.,1194,1194,montane,1000-1200
Bombus bohemicus,Crepis mollis,1194,P142,Biesmeijer,19,8,2005,1194,Crepis sp.,1194,1194,montane,1000-1200
Bombus soroeensis,Crepis mollis,1194,P142,Biesmeijer,19,8,2005,1194,Crepis sp.,1194,1194,montane,1000-1200
Bombus soroeensis,Crepis mollis,1194,P142,Biesmeijer,19,8,2005,1194,Crepis sp.,1194,1194,montane,1000-1200
Bombus pascuorum,Verbena officinalis,1198,P143,Biesmeijer,19,8,2005,1198,Verbena officinalis,1198,1198,montane,1000-1200
Bombus quadricolor,Crepis mollis,1198,P144x,Biesmeijer,19,8,2005,1198,Crepis sp.,1198,1198,montane,1000-1200
Bombus soroeensis,Crepis mollis,1198,P144x,Biesmeijer,19,8,2005,1198,Crepis sp.,1198,1198,montane,1000-1200
Bombus pascuorum,Carlina acaulis,1200,Gedre,MacLeod,26,8,1889,1200,Carlina acaulis,1200,1200,montane,1200-1400
Bombus pascuorum,Polygala vulgaris,1200,Gedre,MacLeod,28,8,1889,1200,Polygala vulgaris,1200,1200,montane,1200-1400
Bombus sichelii,Carduus medius,1200,Gedre,MacLeod,6,8,1889,1200,Carduus defloratus,1200,1200,montane,1200-1400
Bombus hortorum,Cirsium eriophorum,1200,tussen Gedre en Gavarnie,MacLeod,24,8,1889,1200,Cirsium eriophorum,1200,1200,montane,1200-1400
Bombus hortorum,Cirsium acaule,1200,tussen Gedre en Gavarnie,MacLeod,24,8,1889,1200,Cirsium acaule,1200,1200,montane,1200-1400
Bombus lapidarius,Allium fallax,1200,Gedre,MacLeod,7,8,1889,1200,Allium lusitanicum,1200,1200,montane,1200-1400
Bombus wurflenii,Brunella grandiflora,1200,Gedre,MacLeod,7,8,1889,1200,Brunella grandiflora,1200,1200,montane,1200-1400
Bombus wurflenii,Carlina acanthifolia,1200,Gedre,MacLeod,28,8,1889,1200,Carlina acanthifolia,1200,1200,montane,1200-1400
Bombus mesomelas,Cirsium monspessulanum,1200,Gedre,MacLeod,7,8,1889,1200,Cirsium monspessulanum,1200,1200,montane,1200-1400
Bombus pratorum,Origanum vulgare,1200,Gedre,MacLeod,10,8,1889,1200,Origanum vulgare,1200,1200,montane,1200-1400
Bombus ruderarius,Centaurea scabiosa,1200,Gedre,MacLeod,6,8,1889,1200,Centaurea scabiosa,1200,1200,montane,1200-1400
Bombus terrestris complex,Mentha sylvestris,1200,Gedre,MacLeod,10,8,1889,1200,Mentha longifolia,1200,1200,montane,1200-1400
Bombus terrestris complex,Carduus medius,1200,Gedre,MacLeod,6,8,1889,1200,Carduus defloratus,1200,1200,montane,1200-1400
Bombus terrestris complex,Hypericum perforatum,1200,Gedre,MacLeod,28,8,1889,1200,Hypericum perforatum,1200,1200,montane,1200-1400
Bombus humilis,Rubus fruticosus,1200,Gedre,MacLeod,7,8,1889,1200,Rubus fruticosus,1200,1200,montane,1200-1400
Bombus soroeensis,Origanum vulgare,1226,P145,Biesmeijer,19,8,2005,1226,Origanum vulgare,1226,1226,montane,1200-1400
Bombus bohemicus,Origanum vulgare,1226,P145x,Biesmeijer,19,8,2005,1226,Origanum vulgare,1226,1226,montane,1200-1400
Bombus terrestris complex,Hypericum perforatum,1244,P128,Biesmeijer,16,8,2005,1244,Hypericum perforatum,1244,1244,montane,1200-1400
Bombus soroeensis,Hypericum perforatum,1244,P128,Biesmeijer,16,8,2005,1244,Hypericum perforatum,1244,1244,montane,1200-1400
Bombus bohemicus,Eupatorium cannabinum,1271,P124,Biesmeijer,16,8,2005,1271,Eupatorium cannabinum,1271,1271,montane,1200-1400
Bombus bohemicus,Eupatorium cannabinum,1271,P124,Biesmeijer,16,8,2005,1271,Eupatorium cannabinum,1271,1271,montane,1200-1400
Bombus sylvestris,Eupatorium cannabinum,1271,P124,Biesmeijer,16,8,2005,1271,Eupatorium cannabinum,1271,1271,montane,1200-1400
Bombus quadricolor,Eupatorium cannabinum,1271,P124,Biesmeijer,16,8,2005,1271,Eupatorium cannabinum,1271,1271,montane,1200-1400
Bombus terrestris complex,Eupatorium cannabinum,1271,P124,Biesmeijer,16,8,2005,1271,Eupatorium cannabinum,1271,1271,montane,1200-1400
Bombus mesomelas,Carduus medius,1300,Gedre,MacLeod,6,8,1889,1300,Carduus defloratus,1300,1300,montane,1200-1400
Bombus quadricolor,Carduus medius,1300,Gedre,MacLeod,6,8,1889,1300,Carduus defloratus,1300,1300,montane,1200-1400
Bombus bohemicus,scabiosa columbaria,1363,P123,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus pascuorum,scabiosa columbaria,1363,P123,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus bohemicus,scabiosa columbaria,1363,P131,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus bohemicus,scabiosa columbaria,1363,P131,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus bohemicus,scabiosa columbaria,1363,P131,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus bohemicus,scabiosa columbaria,1363,P131,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus quadricolor,scabiosa columbaria,1363,P131,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus pascuorum,scabiosa columbaria,1363,P131,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus quadricolor,scabiosa columbaria,1363,P131x,Biesmeijer,16,8,2005,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus humilis,Centaurea nigra,1363,P286,Biesmeijer,21,8,2006,1363,Centaurea nigra,1363,1363,montane,1200-1400
Bombus pascuorum,scabiosa columbaria,1363,P287,Biesmeijer,21,8,2006,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus pascuorum,scabiosa columbaria,1363,P287,Biesmeijer,21,8,2006,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus lapidarius,Centaurea nigra,1363,P288,Biesmeijer,21,8,2006,1363,Centaurea nigra,1363,1363,montane,1200-1400
Bombus lapidarius,Centaurea nigra,1363,P288,Biesmeijer,21,8,2006,1363,Centaurea nigra,1363,1363,montane,1200-1400
Bombus hortorum,Centaurea nigra,1363,P288,Biesmeijer,21,8,2006,1363,Centaurea nigra,1363,1363,montane,1200-1400
Bombus soroeensis,Centaurea nigra,1363,P288,Biesmeijer,21,8,2006,1363,Centaurea nigra,1363,1363,montane,1200-1400
Bombus soroeensis,scabiosa columbaria,1363,P291,Biesmeijer,21,8,2006,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus soroeensis,scabiosa columbaria,1363,P291,Biesmeijer,21,8,2006,1363,Scabiosa columbaria,1363,1363,montane,1200-1400
Bombus lapidarius,Trifolium repens,1400,Saugué,MacLeod,10,8,1889,1400,Trifolium repens,1400,1400,montane,1400-1600
Bombus terrestris complex,Carduus medius,1400,Saugue,MacLeod,10,8,1889,1400,Carduus defloratus,1400,1400,montane,1400-1600
Bombus bohemicus,Mentha ,1406,P202,Biesmeijer,24,8,2005,1406,Mentha longifolia,1406,1406,montane,1400-1600
Bombus mesomelas,Aconitum ,1406,P203,Biesmeijer,25,8,2005,1406,Aconitum sp.,1406,1406,montane,1400-1600
Bombus hortorum,Aconitum ,1406,P203,Biesmeijer,25,8,2005,1406,Aconitum sp.,1406,1406,montane,1400-1600
Bombus hortorum,Aconitum ,1406,P203,Biesmeijer,25,8,2005,1406,Aconitum sp.,1406,1406,montane,1400-1600
Bombus hortorum,Aconitum ,1406,P203,Biesmeijer,25,8,2005,1406,Aconitum sp.,1406,1406,montane,1400-1600
Bombus hortorum,Aconitum ,1406,P203,Biesmeijer,25,8,2005,1406,Aconitum sp.,1406,1406,montane,1400-1600
Bombus quadricolor,Mentha ,1406,P204,Biesmeijer,24,8,2005,1406,Mentha longifolia,1406,1406,montane,1400-1600
Bombus lapidarius,Mentha ,1406,P204,Biesmeijer,24,8,2005,1406,Mentha longifolia,1406,1406,montane,1400-1600
Bombus hortorum,Mentha ,1406,P204,Biesmeijer,24,8,2005,1406,Mentha longifolia,1406,1406,montane,1400-1600
Bombus bohemicus,Mentha ,1406,P204,Biesmeijer,24,8,2005,1406,Mentha longifolia,1406,1406,montane,1400-1600
Bombus pascuorum,Cirsium vulgare,1455,P405,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1455,P405,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus lapidarius,Cirsium vulgare,1455,P406,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus humilis,Cirsium vulgare,1455,P406,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus humilis,Cirsium vulgare,1455,P406,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus pascuorum,Cirsium vulgare,1455,P406,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1455,P406,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus soroeensis,Cirsium vulgare,1455,P406,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus humilis,Origanum vulgare,1455,P408,Biesmeijer,28,8,2006,1455,Origanum vulgare,1455,1455,montane,1400-1600
Bombus humilis,Satureja montana,1455,P409,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus humilis,Satureja montana,1455,P409,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus humilis,Satureja montana,1455,P410,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus humilis,Satureja montana,1455,P410,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus humilis,Satureja montana,1455,P410,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus humilis,Satureja montana,1455,P411,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus pascuorum,Satureja montana,1455,P411,Biesmeijer,28,8,2006,1455,Satureja montana,1455,1455,montane,1400-1600
Bombus terrestris complex,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus lapidarius,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus lapidarius,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus lapidarius,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus humilis,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus pascuorum,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus soroeensis,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus soroeensis,Cirsium vulgare,1455,P412,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus soroeensis,Cirsium vulgare,1455,P413,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1455,P413,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Cirsium vulgare,1455,P413,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus humilis,Cirsium vulgare,1455,P413,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus lapidarius,Cirsium vulgare,1455,P413,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus rupestris,Cirsium vulgare,1455,P413,Biesmeijer,28,8,2006,1455,Cirsium vulgare,1455,1455,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1460,P294,Biesmeijer,21,8,2006,1460,Centaurea scabiosa,1460,1460,montane,1400-1600
Bombus soroeensis,Succisa pratensis,1460,P297,Biesmeijer,21,8,2006,1460,Succisa pratensis,1460,1460,montane,1400-1600
Bombus soroeensis,Succisa pratensis,1460,P297,Biesmeijer,21,8,2006,1460,Succisa pratensis,1460,1460,montane,1400-1600
Bombus soroeensis,Angelica sylvestris,1460,P298,Biesmeijer,21,8,2006,1460,Angelica sylvestris,1460,1460,montane,1400-1600
Bombus sichelii,Centaurea scabiosa,1460,P299,Biesmeijer,21,8,2006,1460,Centaurea scabiosa,1460,1460,montane,1400-1600
Bombus humilis,Satureja montana,1471,P398,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus terrestris complex,Satureja montana,1471,P399,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus terrestris complex,Satureja montana,1471,P399,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus humilis,Satureja montana,1471,P399,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus soroeensis,Satureja montana,1471,P399,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus humilis,Satureja montana,1471,P402,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus lapidarius,Satureja montana,1471,P402,Biesmeijer,28,8,2006,1471,Satureja montana,1471,1471,montane,1400-1600
Bombus sichelii,Verbascum  nigrum,1480,Héas,MacLeod,27,8,1889,1480,Verbascum  nigrum,1480,1480,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1485,P045,Biesmeijer,12,8,2005,1485,Centaurea scabiosa,1485,1485,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1485,P054,Biesmeijer,12,8,2005,1485,Centaurea scabiosa,1485,1485,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1485,P054,Biesmeijer,12,8,2005,1485,Centaurea scabiosa,1485,1485,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1485,P054,Biesmeijer,12,8,2005,1485,Centaurea scabiosa,1485,1485,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1485,P054,Biesmeijer,12,8,2005,1485,Centaurea scabiosa,1485,1485,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1485,P054,Biesmeijer,12,8,2005,1485,Centaurea scabiosa,1485,1485,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P090,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P090,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P090,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1491,P090,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus wurflenii,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus wurflenii,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus wurflenii,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1491,P095,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus wurflenii,Centaurea scabiosa,1491,P101,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus pyrenaeus,Centaurea scabiosa,1491,P101,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus wurflenii,Centaurea scabiosa,1491,P101,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus lapidarius,Centaurea scabiosa,1491,P102,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P102,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1491,P102,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1491,P102,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus bohemicus,Centaurea scabiosa,1491,P105,Biesmeijer,14,8,2005,1491,Centaurea scabiosa,1491,1491,montane,1400-1600
Bombus sichelii,Angelica sylvestris,1493,P096,Biesmeijer,14,8,2005,1493,Angelica sylvestris,1493,1493,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus mesomelas,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1493,P097,Biesmeijer,14,8,2005,1493,Centaurea scabiosa,1493,1493,montane,1400-1600
Bombus soroeensis,Mentha longifolia,1493,P098,Biesmeijer,14,8,2005,1493,Mentha longifolia,1493,1493,montane,1400-1600
Bombus sichelii,Mentha longifolia,1493,P099,Biesmeijer,14,8,2005,1493,Mentha longifolia,1493,1493,montane,1400-1600
Bombus terrestris complex,Angelica sylvestris,1493,P100,Biesmeijer,14,8,2005,1493,Angelica sylvestris,1493,1493,montane,1400-1600
Bombus wurflenii,Succisa pratensis,1495,P085,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus ruderarius,Succisa pratensis,1495,P085,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus mesomelas,Succisa pratensis,1495,P086,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus sylvarum,Succisa pratensis,1495,P086,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus sylvarum,Succisa pratensis,1495,P103,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus soroeensis,Succisa pratensis,1495,P103,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus pascuorum,Succisa pratensis,1495,P104,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus pascuorum,Succisa pratensis,1495,P104,Biesmeijer,14,8,2005,1495,Succisa pratensis,1495,1495,montane,1400-1600
Bombus sichelii,Allium montana,1497,P053,Biesmeijer,12,8,2005,1497,Allium lusitanicum,1497,1497,montane,1400-1600
Bombus pascuorum,Centaurea nigra,1498,P083,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1498,P084,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1498,P084,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1498,P084,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus mesomelas,Centaurea nigra,1498,P084,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1498,P084,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus terrestris complex,Centaurea nigra,1498,P084,Biesmeijer,13,8,2005,1498,Centaurea nigra,1498,1498,montane,1400-1600
Bombus terrestris complex,Seseli libanotis,1498,P091,Biesmeijer,14,8,2005,1498,Seseli libanotis,1498,1498,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1498,P280,Biesmeijer,20,8,2006,1498,Centaurea scabiosa,1498,1498,montane,1400-1600
Bombus soroeensis,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus rupestris,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus wurflenii,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1500,P082,Biesmeijer,13,8,2005,1500,Centaurea scabiosa,1500,1500,montane,1400-1600
Bombus humilis,Centaurea scabiosa,1510,P281,Biesmeijer,20,8,2006,1510,Centaurea scabiosa,1510,1510,montane,1400-1600
Bombus quadricolor,Centaurea scabiosa,1510,P281,Biesmeijer,20,8,2006,1510,Centaurea scabiosa,1510,1510,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1510,P282,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1510,P282,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1510,P283,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1510,P283,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus humilis,Centaurea nigra,1510,P284,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus quadricolor,Centaurea nigra,1510,P284,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus soroeensis,Centaurea nigra,1510,P284,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus pascuorum,Centaurea nigra,1510,P284,Biesmeijer,20,8,2006,1510,Centaurea nigra,1510,1510,montane,1400-1600
Bombus bohemicus,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus bohemicus,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus lapidarius,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
Bombus pascuorum,Centaurea scabiosa,1515,P046,Biesmeijer,12,8,2005,1515,Centaurea scabiosa,1515,1515,montane,1400-1600
