Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone
Bombus rupestris,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus wurflenii,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus humilis,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Eristalis sp.,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Eristalis tenax,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus hortorum,Aconitum sp.,13/08/1889,Gavarnie,Survey1889,1500,1500,1400-1600
Bombus wurflenii,Aconitum sp.,13/08/1889,Gavarnie,Survey1889,1500,1500,1400-1600
Bombus wurflenii,Aconitum sp.,16/08/1889,Gavarnie,Survey1889,1500,1500,1400-1600
Bombus hortorum,Aconitum sp.,16/08/1889,Gavarnie,Survey1889,1500,1500,1400-1600
Bombus hortorum,Aconitum sp.,17/08/1889,Gavarnie,Survey1889,1500,1500,1400-1600
Apis ,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Aricia agestis,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Aricia agestis,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P282,Survey2005-06,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P282,Survey2005-06,1510,1510,1400-1600
Bombus sp,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Bombus ,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Bombus humilis,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Bombus ,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Bombus quadricolor,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Bombus pascuorum,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Colias croceus,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
diptera ,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Halictus? ,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Hesperia comma,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Issoria lathonia,Centaurea nigra,20/08/2006,P282,Survey2005-06,1510,1510,1400-1600
Maniola jurtina,Centaurea nigra,20/08/2006,P282,Survey2005-06,1510,1510,1400-1600
Maniola jurtina,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Maniola jurtina,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
NA NA,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
Thymelicus sylvestris,Centaurea nigra,20/08/2006,P284,Survey2005-06,1510,1510,1400-1600
 ,Centaurea nigra,20/08/2006,P282,Survey2005-06,1510,1510,1400-1600
 ,Centaurea nigra,20/08/2006,P282,Survey2005-06,1510,1510,1400-1600
 ,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
 ,Centaurea nigra,20/08/2006,P283,Survey2005-06,1510,1510,1400-1600
Bombus humilis,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
Bombus quadricolor,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
Hesperia comma,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
Maniola jurtina,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
Polyommatus coridon,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
Syrphid ,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
 ,Centaurea scabiosa,20/08/2006,P281,Survey2005-06,1510,1510,1400-1600
Aricia agestis,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
Coenonympha pamphilus,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
Eristalis sp,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
lasioglossum ,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
lasioglossum ,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
lasioglossum ,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
Polyommatus coridon,Mentha longifolia,20/08/2006,P285,Survey2005-06,1510,1510,1400-1600
Argynnis aglaja,Centaurea scabiosa,12/08/2005,P047,Survey2005-06,1515,1515,1400-1600
Aricia agestis,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Coenonympha pamphilus,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Hesperia comma,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Maniola jurtina,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Melanargia lachesis,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Thymelicus sylvestris,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Thymelicus sylvestris,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Zygaena sp.,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
 ,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Halictus ,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus bohemicus,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus bohemicus,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus lapidarius,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus pascuorum,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus sp.,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,12/08/2005,P046,Survey2005-06,1515,1515,1400-1600
Halictus ,Centaurea scabiosa,12/08/2005,P047,Survey2005-06,1515,1515,1400-1600
Halictus ,Centaurea scabiosa,12/08/2005,P047,Survey2005-06,1515,1515,1400-1600
Eristalis sp.,Centaurea scabiosa,12/08/2005,P047,Survey2005-06,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,12/08/2005,P047,Survey2005-06,1515,1515,1400-1600
Bombus soroeensis,Centaurea scabiosa,12/08/2005,P047,Survey2005-06,1515,1515,1400-1600
Bombus lapidarius,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Bombus lapidarius,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Bombus sichelii,Centaurea scabiosa,12/08/2005,P048,Survey2005-06,1515,1515,1400-1600
Bombus sichelii,Cirsium eriophorum,20/08/2006,P273,Survey2005-06,1519,1519,1400-1600
Bombus soroeensis,Cirsium eriophorum,20/08/2006,P273,Survey2005-06,1519,1519,1400-1600
Colias croceus,Cirsium eriophorum,20/08/2006,P273,Survey2005-06,1519,1519,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P277,Survey2005-06,1520,1520,1400-1600
Bombus soroeensis,Centaurea nigra,20/08/2006,P277,Survey2005-06,1520,1520,1400-1600
 ,Centaurea nigra,20/08/2006,P277,Survey2005-06,1520,1520,1400-1600
Apis ,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Bombus ,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Bombus humilis,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Bombus lapidarius,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Bombus pascuorum,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Eristalis tenax,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Macroglossa stellatarum,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Syrphid ,Cirsium eriophorum,20/08/2006,P273,Survey2005-06,1520,1520,1400-1600
Syrphid ,Cirsium eriophorum,20/08/2006,P276,Survey2005-06,1520,1520,1400-1600
Chrysotoxum ,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
Chrysotoxum sp,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
diptera ,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
Eristalis tenax,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
Eristalis sp,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
Eristalis ,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
Eristalis sp,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
Eristalis ,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
lasioglossum ,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
lasioglossum ,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
Nomada sp,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
 ,Mentha longifolia,20/08/2006,P274,Survey2005-06,1520,1520,1400-1600
 ,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
 ,Mentha longifolia,20/08/2006,P275,Survey2005-06,1520,1520,1400-1600
 ,Centaurea nigra,13/08/2005,P069,Survey2005-06,1521,1521,1400-1600
Bombus humilis,Centaurea nigra,13/08/2005,P069,Survey2005-06,1521,1521,1400-1600
Bombus mesomelas,Centaurea nigra,13/08/2005,P069,Survey2005-06,1521,1521,1400-1600
Bombus soroeensis,Centaurea nigra,13/08/2005,P069,Survey2005-06,1521,1521,1400-1600
Bombus wurflenii,Aconitum sp.,13/08/2005,P065,Survey2005-06,1528,1528,1400-1600
Bombus wurflenii,Aconitum sp.,13/08/2005,P065,Survey2005-06,1528,1528,1400-1600
Bombus ,Aconitum sp.,13/08/2005,P065,Survey2005-06,1528,1528,1400-1600
Bombus hortorum,Aconitum sp.,13/08/2005,P065,Survey2005-06,1528,1528,1400-1600
Bombus ,Aconitum sp.,13/08/2005,P066,Survey2005-06,1528,1528,1400-1600
Bombus ,Aconitum sp.,13/08/2005,P066,Survey2005-06,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
Eristalis ,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
Eristalis tenax,Mentha longifolia,13/08/2005,P067,Survey2005-06,1528,1528,1400-1600
 ,Parnassia palustris,13/08/2005,P068,Survey2005-06,1528,1528,1400-1600
Lasioglossum ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,13/08/2005,P071,Survey2005-06,1529,1529,1400-1600
Issoria lathonia,Origanum vulgare,10/08/2005,P041,Survey2005-06,1535,1535,1400-1600
Maniola jurtina,Origanum vulgare,10/08/2005,P041,Survey2005-06,1535,1535,1400-1600
Maniola jurtina,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Polyommatus coridon,Origanum vulgare,10/08/2005,P041,Survey2005-06,1535,1535,1400-1600
Polyommatus coridon,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Zygaena sp.,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
 ,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Ceratina ,Origanum vulgare,10/08/2005,P041,Survey2005-06,1535,1535,1400-1600
Bombus humilis,Origanum vulgare,10/08/2005,P041,Survey2005-06,1535,1535,1400-1600
Nomada ,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Ceratina ,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Bombus sp.,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Apis ,Origanum vulgare,10/08/2005,P042,Survey2005-06,1535,1535,1400-1600
Coenonympha pamphilus,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Issoria lathonia,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Polyommatus coridon,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Lasioglossum ,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Lasioglossum ,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Lasioglossum ,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Hylaeus ,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Hylaeus ,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Bombus humilis,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Eristalis sp.,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Bombus sp.,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Eristalis tenax,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Halictus ,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus ruderarius,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus humilis,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus pascuorum,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus sichelii,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus ruderarius,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus sp.,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Vollucella sp.,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus mesomelas,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus mesomelas,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus soroeensis,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Bombus soroeensis,Origanum vulgare,10/08/2005,P040,Survey2005-06,1536,1536,1400-1600
Zygaena sp.,Origanum vulgare,10/08/2005,P039,Survey2005-06,1536,1536,1400-1600
Macroglossa stellatarum,Aconitum sp.,17/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Argynnis aglaja,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Argynnis paphia,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Lycaena virgaureae,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Lycaena virgaureae,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Pieris brassicae,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Pieris rapae,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Platycheirus manicatus,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Platycheirus sp.,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Sphaerophorium scripta,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis sp.,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Bombus bohemicus,Cirsium arvense,09/08/2005,P025,Survey2005-06,1550,1550,1400-1600
Eristalis sp.,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Eristalis tenax,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Bombus hortorum,Cirsium arvense,09/08/2005,P026,Survey2005-06,1550,1550,1400-1600
Bombus sichelii,Cirsium eriophorum,23/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Bombus hortorum,Cirsium eriophorum,22/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Bombus wurflenii,Cirsium eriophorum,22/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Bombus wurflenii,Cirsium eriophorum,23/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Bombus ruderarius,Cirsium eriophorum,22/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Bombus soroeensis,Cirsium eriophorum,17/08/1889,Gavarnie,Survey1889,1550,1550,1400-1600
Bombus sichelii,Eryngium bourgati,10/08/1889,Saugu�,Survey1889,1550,1550,1400-1600
Bombus terrestris complex,Eryngium bourgati,10/08/1889,Saugu�,Survey1889,1550,1550,1400-1600
Neoascia annexa,Parnassia palustris,09/08/2005,P024,Survey2005-06,1550,1550,1400-1600
Neoascia annexa,Parnassia palustris,09/08/2005,P024,Survey2005-06,1550,1550,1400-1600
Eristalis sp.,Parnassia palustris,09/08/2005,P024,Survey2005-06,1550,1550,1400-1600
Bombus terrestris complex,Parnassia palustris,09/08/2005,P024,Survey2005-06,1550,1550,1400-1600
Bombus sichelii,Carduus defloratus,13/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus sichelii,Carduus defloratus,16/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus mesomelas,Carduus defloratus,13/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus mesomelas,Carduus defloratus,17/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus mesomelas,Carduus defloratus,23/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus terrestris complex,Carduus defloratus,13/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus terrestris complex,Carduus defloratus,14/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Bombus terrestris complex,Carduus defloratus,16/08/1889,Gavarnie,Survey1889,1550,1500,1400-1600
Eristalis similis,Parnassia palustris,09/08/2005,P027,Survey2005-06,1553,1553,1400-1600
Bombus bohemicus,Parnassia palustris,09/08/2005,P027,Survey2005-06,1553,1553,1400-1600
Bombus bohemicus,Origanum vulgare,10/08/2005,P044,Survey2005-06,1557,1557,1400-1600
Bombus lapidarius,Origanum vulgare,10/08/2005,P044,Survey2005-06,1557,1557,1400-1600
Bombus lapidarius,Origanum vulgare,10/08/2005,P044,Survey2005-06,1557,1557,1400-1600
Bombus mesomelas,Origanum vulgare,10/08/2005,P044,Survey2005-06,1557,1557,1400-1600
Hesperia comma,Crepis sp.,10/08/2005,P028x,Survey2005-06,1558,1558,1400-1600
Thymelicus lineola,Crepis sp.,10/08/2005,P028x,Survey2005-06,1558,1558,1400-1600
Lasioglossum ,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Lasioglossum ,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Lasioglossum ,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Chrysotoxum festivum,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Lasioglossum ,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Bombus pascuorum,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Eristalis sp.,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Eristalis tenax,Crepis sp.,10/08/2005,P028,Survey2005-06,1558,1558,1400-1600
Ochlodes sylvanus,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Thymelicus lineola,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Bombus ,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Bombus sp.,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Bombus mesomelas,Hypericum perforatum,10/08/2005,P031,Survey2005-06,1560,1560,1400-1600
Lasioglossum ,Hypericum perforatum,10/08/2005,P032,Survey2005-06,1560,1560,1400-1600
Bombus lapidarius,Hypericum perforatum,10/08/2005,P032,Survey2005-06,1560,1560,1400-1600
Bombus humilis,Hypericum perforatum,10/08/2005,P032,Survey2005-06,1560,1560,1400-1600
Bombus pascuorum,Hypericum perforatum,10/08/2005,P032,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P032,Survey2005-06,1560,1560,1400-1600
Eristalis sp.,Hypericum perforatum,10/08/2005,P032,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus lapidarius,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus ,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Eristalis sp.,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
 ,Hypericum perforatum,10/08/2005,P037,Survey2005-06,1560,1560,1400-1600
Bombus lapidarius,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Bombus humilis,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Eristalis ,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
 ,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Bombus mesomelas,Hypericum perforatum,10/08/2005,P038,Survey2005-06,1560,1560,1400-1600
Aricia agestis,Mentha longifolia,09/08/2005,P021,Survey2005-06,1560,1560,1400-1600
Melitaea didyma,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Polyommatus coridon,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Polyommatus coridon,Mentha longifolia,09/08/2005,P021,Survey2005-06,1560,1560,1400-1600
Sphaerophorium estebani,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
 ,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Eristalis sp.,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Apis ,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Eristalis tenax,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Bombus sichelii,Mentha longifolia,09/08/2005,P020,Survey2005-06,1560,1560,1400-1600
Syritta pipiens,Mentha longifolia,09/08/2005,P021,Survey2005-06,1560,1560,1400-1600
Syritta pipiens,Mentha longifolia,09/08/2005,P021,Survey2005-06,1560,1560,1400-1600
Syritta pipiens,Mentha longifolia,09/08/2005,P021,Survey2005-06,1560,1560,1400-1600
